,index,sentiment,cleaned_message
914,990,Bullish,wisa breakout imminent potential buyout from big player work on wireless speaker sono goog amzn aapl
915,991,Bullish,vuzi were finally ready for the next big thing in tech aapl goog fb amzn
916,992,Bullish,goog googl lets get this wagon move again thumbsup
917,993,Bearish,amzn aapl goog fb tsla lord help us this be not look good at all this chart well look really different by
918,994,Bullish,goog good bullish take time need more time
919,995,Bullish,goog partner with klr to provide verified phone call kaleyra be the api base platform to engage your client with personalized message chatbot programmable voice service and more
920,996,Bullish,armrreport live today roku pin dis goog and more bring your question stock market investing top stock to watch
921,997,Bullish,spy mad dash to now what beautiful run this morning have great green day amp go spy go msft aapl goog amzn moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag moneybag
922,998,Bullish,msft if have choice of fb aapl goog amzn or msft my pick be msft
923,999,Bullish,goog lit with potential bullish support thinkingface fire fire
924,1000,Bullish,klr goog spy
925,1001,Bullish,goog pay attention to amzn and fb
926,1002,Bullish,goog aapl amzn lead sampp tech to erase of shareholder wealth in the last day you need to learn sound risk management rule if you wish to consistently increase net worth over time
927,1003,Bullish,goog open position yesterday at let 's go bull
928,1004,Bullish,goog i hope bullish moment would stay forever
929,1005,Bullish,wkhs for those who know about arkq cathie wood be legend in trading look at her portfoio see wkhs amzn tsla aapl goog on her list the ev sector be hot right now wkhs have be rip up in price again today
930,1006,Bullish,amzn goog predict stock split news come very soon
931,1007,Bullish,goog today
932,1008,Bullish,aapl msft amzn goog tsla maga let 's go tech stock rocket rocket rocket
933,1009,Bullish,tsla aapl goog another word for good buying opportunity
934,1010,Bullish,goog have approximately usd go to the short side at pct short the bears be few
935,1011,Bullish,another win alert base on our custom thinkorswim script googl googl goog goog
936,1012,Bearish,goog buy it around and i be glad sell it on sept crash around sucks wish sell fb msft and other
937,1013,Bullish,goog googl hell of dip
938,1014,Bearish,me today right after sell aapl wednesday and fb amzn msft goog thursday
939,1015,Bearish,me after sell aapl wednesday and fb amzn msft goog thursday
940,1016,Bearish,fb goog amzn msft golly gosh guy look at those high tech bubble number geez wow so high hmm think almost too good to be true wait that be why i sell sell aapl at day early
941,1017,Bullish,goog your bullish be unique its important and it count
942,1018,Bearish,spy fb goog aapl msft and the freefall continue
943,1019,Bullish,goog add for channel reversal
944,1020,Bearish,nflx goog googl facing softbank the nasdaq whale source moby dick movie ngg
945,1021,Bearish,aapl stock have the power to crash the equity market too big to aapl goog tsla msft stock collective market cap big than gdp of most of europe
946,1022,Bearish,nasdaq break trend target spy qq nflx goog qcom
947,1023,Bullish,goog
948,1024,Bullish,goog googl you get you break time to eat again big dawg
949,1025,Bullish,tsla aapl goog rocket sparkle waninggibbousmoon
950,1026,Bullish,goog googl flushedface now when be aapl go to make something like this then we will have some great innovation when everyone be try to take down tsla
951,1027,Bullish,rocket fuel up for nasdaq dow jones spy tsla qq aapl goog
952,1028,Bullish,nvda go up second floor lingerie i love nvidia
953,1029,Bullish,nvda amazing company amazing ceo amazing product enough say
954,1030,Bullish,nvda buying arm holding may create some international regulatory conflict if not nvda be king of chip industry hohoho
955,1031,Bullish,nvda you have choice in life you can buy it right now or buy it tomorrow for
956,1032,Bullish,nvda time for this to fly do anyone else go long here
957,1033,Bullish,nvda come then split
958,1034,Bearish,nvda bagholders deepdive to trueup
959,1036,Bullish,nvda what ever you do do the day on any device you will now be support nvda i mean fcke everything lol
960,1038,Bullish,nvda buy few share this morning the arm purchase complete the trifecta for jensen good gpu good interface card plus cpu together that trio be unbeatable in ai application across data center mobile iot eventually he will just bypass cpu where growth have be stall bottleneck because of intel amd drag an optimized ai offer san cpu will let him capture of the ai market
961,1040,Bullish,nvda all bears bearface do whiteheavycheckmark
962,1041,Bullish,nvda dont give em up cheap anyone with an iq could have find publicly available datum to buy this stock but human only like shiny object so theyll ignore all sign and only chase the headline do not give your share up cheap
963,1042,Bullish,nvda go back to bed bears bearface
964,1043,Bullish,nvda softbank buy arm in so softbank be now the owner of the firm that apple use for its series processor but softbank be also the company that get steve jobs to give it the iphone exclusive in japan
965,1044,Bearish,amd it be dog shoot compare to nvda be trade at early this year likely to retrace that
966,1045,Bullish,nvda plus next few day thumbsuplightskintone
967,1046,Bullish,nvidia nvda be up in the pre market hour on its buy of arm hldgs for softbank i remain long in nvidia no out of overall
968,1047,Bullish,nvda tell you this be go up today it be obvious bear be clueless
969,1048,Bullish,nvda i keep think about buy call when this shit dip manfacepalmingselector
970,1049,Bullish,nvda owning nvda just quotfeellssquot right
971,1050,Bullish,nvda eod
972,1051,Bullish,nvda today moneybag plus we close september
973,1052,Bullish,nvda
974,1053,Bullish,nvda economy world winner no moneywithwing moneywithwing
975,1055,Bullish,nvda new high everyday easymoney fedown market
976,1057,Bullish,nvda regardless of result today this be an amazing company i dont see how it become less relevant in covid era
977,1058,Bullish,nvda plan for today
978,1059,Bullish,nvda wait for it
979,1062,Bullish,nvda what be ibio ibio be rapidly grow company with their own covid vaccine near trial this company can manufacture more drug per dose than most major company check out the amazing dd here government connection ibio be well connected to the trump administrations drug czar admiral giroir we should be see more news from ibio soon youtubecomwatchvamotrs ibio partners ibio own ceo have be talk with barda and have link up with major partner like idri ibm and texas aampm thehillcomhomenewscorona
980,1063,Bullish,nvda can we see new ath this week
981,1065,Bullish,nvda good tech company in the world
982,1067,Bearish,nvda own arm to now to what do change nothing
983,1068,Bullish,nvda nextupswing lowentrypoint rebound gain tomorrow spoutingwhale dont miss out
984,1069,Bullish,nvda ahh so it be mistake only buy share at fridays close instead of oh well
985,1070,Bullish,nvda take your money to plant base covid vaccine ibio
986,1071,Bullish,nvda back to ath
987,1072,Bearish,nvda shouldnt it go down for spend roi will take atleast year
988,1073,Bullish,nvda all the bear that say this be go down be wrong
989,1074,Bullish,nvda to acquire arm ltd for
990,1075,Bullish,nvda to the moon soon
991,1076,Bearish,nkla buy nvda to make up your loss lol
992,1077,Bullish,tnxp wow nvda dvax immu next tnxp
993,1079,Bullish,nvda here we go
994,1080,Bullish,nvda wow this be go to be epic
995,1081,Bearish,nvda good chance of exit for big fund again gap up and fade
996,1082,Bullish,nvda over today
997,1083,Bullish,nvda boom beach
998,1084,Bullish,nvda to acquire arm for create world premier computing company for the age of ai
999,1085,Bullish,nvda short be get bent over hard
1000,1086,Bullish,nvda short in panic here that be why post so much negativity who care what arm cofounder think and when nvda decide to buy they would have think on all financial aspect also it be go to fly past today get lot of positive recommendation from everywhere that nvda will be over by xmas
1001,1087,Bullish,nvda opening and close today and may hit by friday
1002,1088,Bullish,nvda the arm aquisition will make nvidia so powerfull damm in couple of year nvidia go to do some serious damage to the cpu market nvidia be get so strong jesus wish tsmc would buy arm or even apple
1003,1089,Bearish,nvda bounce then more down back to and below
1004,1090,Bullish,nvda tsla week away from battery day and nvidias ampere gpu this will sky rocket
1005,1092,Bullish,nvda back over book it
1006,1093,Bullish,nvda so far so good
1007,1094,Bullish,nvda whew i have call let get it
1008,1095,Bullish,nvda wow holy we be at premarket so we will hit to noice
1009,1096,Bullish,nvda strategy for this week
1010,1097,Bullish,nvda short be catch by surprise by the news im afraid they be actually fuckked
1011,1098,Bearish,nvda current market cap have to stay same with the dilution can someone do the calculation and tell mw the nee price
1012,1099,Bullish,nvda mellanox arm this company like shop around slightlysmilingface
1013,1100,Bullish,msft orcl nvda dkng fsly we will be trade these option live tomorrow as well as do spread and maybe hedge few position as well see my bio to join us
1014,1101,Bearish,intc this company be soo dead be go the way of ibm nvda be the new intel for the ai future have swallow arm amd be next in the takover spree thumbsup
1015,1102,Bullish,nvda nvda lf you want to make huge profit on this stock you should join this room for good result free check out
1016,1103,Bullish,nvda you will still make money chase this stock in the morning just get the timing right
1017,1104,Bullish,nvda now that these guy clearly just kill intc all thats leave be nvidia and amd the future be bright
1018,1105,Bullish,nvda im buy even more
1019,1106,Bullish,nvda i wanna see move up tmr idc idc idc
1020,1107,Bullish,nvda wouldnt be surprised if part of the deal be nvdas commitment to split share after this be settle i mean softbank would actually be stupid not to negotiate that in
1021,1108,Bullish,nvda the term will be shareholder friendly nobody want this to go up more than their large shareholder softbank
1022,1109,Bullish,nvda give me rip
1023,1110,Bullish,nvda doesnt think the market be overvalue spy qq
1024,1111,Bullish,nvda only regret be not buy more last friday
1025,1112,Bullish,nvda it be bind to happen amp patience always win bye bear bearface
1026,1113,Bullish,nvda nvda the bear all mad lol after the deal go with arm embrace yourself nvidia bullish fam it be go to be epic tomorrow partyingface partyingface partyingface partyingface longterm hold the good investment
1027,1114,Bullish,nvda dear bear if you scroll you will see that most be bull
1028,1115,Bearish,nvda people hear deal and they think its good manfacepalminglightskintone
1029,1116,Bearish,nvda pardon me mom for get ahead of myself i overpay for this stock
1030,1117,Bullish,nvda arm deal be huge game changer of an acquisition wow
1031,1118,Bullish,nvda with arm deal nvda get direct access to aapl for mobile chip
1032,1119,Bullish,nvda lol look at all the bear try to rationalize their put green
1033,1120,Bullish,nvda once again jensen show why he be genius he wait until the mellanox acquisition be complete nvda stock price rise from march bottom and softbank screwup to forge great deal glad i buy under last november when this be ridiculous steal patience pay rocket
1034,1121,Bearish,nvda bill be still lot of moolah
1035,1122,Bullish,nvda still try to digest the impact of the deal but it look really good so far
1036,1123,Bearish,nvda below very soon
1037,1124,Bullish,aapl smallbluediamond an important buy signal just flash qq spy tsla nvda
1038,1125,Bearish,nvda april nvidias buyout of israels mellanox have be approve by chinas competition and merger watchdog clear the all cash deal to go ahead over year after it be first announce on march so yes china do need to approve this it could take year or but most likely reject for sure
1039,1126,Bullish,nvda arm would instantly lift nvidia whose stock have be of the market good performer this year into dominant force in the market for smartphone and big supplier of technology for range of other device from smart speaker to fitness tracker
1040,1127,Bullish,nvda this be insane
1041,1128,Bullish,nvda computer graphic chip company nvidia say it plan to buy britain arm holdings for in merger of lead chipmaker
1042,1129,Bullish,spy huge green heading in monday lets see nvda at lulu at and roku at ofc wishful thinking ah forget tsla
1043,1130,Bullish,aapl sne nvda amd this will be crazy week in tech once again buckle up and hope we shoot for the moon rocket
1044,1131,Bullish,nvda amd i be look to borrow money from anyone who can help me i will repay it this friday with interest if anyone be willing to help please reply doubleexclamationmarkselector
1045,1132,Bullish,nvda big boi play here hushedface hushedface hushedface hushedface
1046,1133,Bullish,spaq nvda look like all the good play by their member if you really want to make huge profit on trading then choose this profitable trading chat
1047,1134,Bullish,nvda i keep see people post quotchina have to approve the dealquot ok this be not true the only thing china would do be regulatory approval on do business with nvda and its arm branch as far as nvda buy the company it be do
1048,1135,Bullish,nvda arm will not become subject to us export control under the deal huang say the purchase be likely to come under close scrutiny in china where thousand of company from huawei to small startup use arm technology
1049,1136,Bullish,nvda to all nvidia bear arm bid news be in the amrket for while and investor do anticipate that nvidia will acquire arm and hence it be trade at at point expect it will hit back once again and will rise over and now its final deal they are buy it
1050,1137,Bullish,nvda will pay softbank in share and in cash include on signing
1051,1138,Bullish,nvda acquiror typically fall post mampa announcement by about however with this the sheer size of the deal with regard to the addressable market should boost the price significantly may not get too much boost tomorrow if not only for the uk stringent anti trust reg the licensing side of the equation make nvda powerful price setter
1052,1139,Bullish,nvda forbes interview with ceo of nvidia and arm
1053,1140,Bullish,nvda this deal make the whole market upward i be glad i load full last week it will be heavy call this week
1054,1141,Bullish,nvda still have chance to get my back
1055,1142,Bullish,nvda be antitrust reg approval possible in us china and uk
1056,1143,Bullish,tsla aapl nvda we be not kid time to reclaim all our loss from last week nonsense
1057,1144,Bullish,spy qq aapl tsla nvda
1058,1145,Bullish,nvda unite nvidia ai compute with the vast reach of arm cpu we will engage the giant ai opportunity ahead and advance compute from the cloud smartphone pc self drive car robotic and iot qq spy
1059,1146,Bullish,nvda do not say anything bad ai will be use to hunt you down infect your house and instruct alexa or siri to kill you
1060,1147,Bullish,nvda will the new stock issuance dilution be outweigh by nvda purchase high growth asset arm im genuinely ask but i dont expect sell off sound like great purchase
1061,1148,Bullish,spy aapl nvda tsla bntx know it market go much high tomorrow thank trump maga money money money dollarbanknote dollarbanknote dollarbanknote dollarbanknote dollarbanknote dollarbanknote dollarbanknote dollarbanknote dollarbanknote clappinghands beamingfacewithsmilingeyes
1062,1149,Bullish,nvda aapl jd
1063,1150,Bullish,nvda all hail the ai leader
1064,1151,Bearish,nvda will be wait for all the rh think its good to buy up the acquirer then will short for ride down
1065,1152,Bearish,nvda sort of growth like at time
1066,1153,Bullish,nvda be fast become behemoth perfectly position for the ai revolution
1067,1154,Bullish,nvda probably the last time youll see nvda under
1068,1155,Bullish,nvda pump rocket rocket rocket rocket
1069,1156,Bullish,spy green so far due for bounce tsla battery news end of month nvda nintendo switch news amd watch fdx should continue see profile clinkingbeermug fire
1070,1157,Bullish,nvda do not forget price target be yes
1071,1158,Bullish,nvda keep get well for nvda you do not bet against ceo jensen you be brilliant with lisa su
1072,1159,Bullish,spy aapl tsla nvda cat cherry
1073,1160,Bullish,nvda lol you know that softbank have nvidia call right do you think they would bag hold also what do you think softbank be go to do with probably buy tech call
1074,1161,Bullish,bb nvda quot we will expand on this great site and build world class ai research facility support development in healthcare life sciences robotic self drive car and other fieldsquot
1075,1162,Bullish,nvda huge dilution income in common share equity still strong buy for long term hold
1076,1164,Bullish,nvda nvidia do not have the cash for arm so stock dilution happen manfacepalminglightskintone sell all my nvda stock to buy more amd amd
1077,1167,Bearish,nflx sick just keep pander to the pedos there be be money to be make elsewhere
1078,1168,Bullish,levermann us bigcap buy wk vz adbe nflx intc orcl csco amgn qcom ibm amd
1079,1169,Bullish,nflx future rip this will cross again today
1080,1170,Bearish,nflx he molester chilld molester
1081,1171,Bullish,nflx block all of the hypocrite bears and sicken low moral short today if you have something to say pipe up now netflix be of the uss good company and bright star in the stock market you dont like film swipe there be bad on every single streaming service and if something be not like it get drop pretty fast
1082,1172,Bearish,nflx look to short this today
1083,1173,Bearish,nflx
1084,1175,Bearish,nflx if your in this stock dump the pedo porn producer if not your complicit
1085,1176,Bullish,nflx get big and well must have stock in economy world winner stplacemedal moneywithwing moneywithwing moneywithwing moneywithwing moneywithwing
1086,1177,Bearish,nflx story about year old be rate clappinghandsmediumskintone clappinghandsmediumskintone clappinghandsmediumskintone clappinghandsmediumskintone clappinghandsmediumskintone clappinghandsmediumskintone clappinghandsmediumskintone clappinghandsmediumskintone
1087,1179,Bearish,nflx spike in premarket but after all the backlash due to cutie i be expect fall back down to area we will see watch close
1088,1180,Bearish,nflx just quotmanufactured controversyquot
1089,1181,Bearish,nflx crash and burn sexualize little child wtf
1090,1182,Bullish,nflx tcehy okta team weekly chart reminder of the big picture
1091,1183,Bullish,nflx lets go rocket
1092,1184,Bearish,nflx go to tank hard tomorrow
1093,1185,Bearish,nflx do not only post here about netflix sick direct involvement of distribute and promote pedophilic content go to their linkedin facebook etc as well
1094,1186,Bearish,nflx netflix will be chew by lawsuit
1095,1188,Bullish,spy nflx ostk bearface tomorrow
1096,1189,Bullish,nflx look great premarket almost already
1097,1190,Bullish,nflx netflix will test again in the next month
1098,1191,Bullish,nflx futures rip
1099,1192,Bullish,nflx i like watch cobra kai amp the last dance from netflix now bears be say i be support pedophile facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1100,1193,Bullish,nflx go to get very strong upward movement this week and next the pedo bear come in august and disappear when they arent make money funny how that work manshruggingselector rightarrowcurvingupselector
1101,1194,Bullish,nflx possible short squeeze incoming with eros ahead of their ticker change via special dividend ott play
1102,1195,Bearish,nflx crash and burn you sick pedos
1103,1196,Bearish,nflx pedophilia be the big issue in the world today child go missing every year where do they go too what evil act do our child suffer satan be real how insensitive and out of touch be netflix management reed be you involve in human trafficking and satanic ritual save the child
1104,1197,Bearish,nflx nkla flat out lie rollingonthefloorlaughing and guess what it be now delete facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1105,1198,Bullish,smartoptions register unusual activity alert delayed nflx call sept exp trade volume contract worth of volume be trade so far today follow the money amp trade options with our smartoptions register artificial intelligence
1106,1199,Bullish,nflx hi im bear i like to short blue chip lose my whole account then bitch about it later see you all at the next fake news cycle facewithtearsofjoy facewithtearsofjoy
1107,1200,Bearish,nflx i be predict day tomorrow everyone i know have cancel what garbage
1108,1201,Bearish,nflx better run from this facevomiting facevomiting
1109,1202,Bearish,nflx cancel netflix evil
1110,1203,Bullish,nflx cobra kai amp the last dance be my favorite you can watch selectively no one force you nerdface
1111,1204,Bullish,nflx got nice call
1112,1205,Bearish,nflx nkla aapl idex i guess i should not have tag lawyer in my post facewithtearsofjoy rollingonthefloorlaughing facewithtearsofjoy
1113,1206,Bullish,nflx get suspend on twitt little bit ago hater hahaha i already make new account handshake faceblowingakiss nkla idex can not stop me smilingfacewithsunglasse
1114,1207,Bullish,nflx tsla amd sq
1115,1208,Bullish,amzn aapl nflx tsla stonks
1116,1209,Bullish,nflx all these fool cancel now then rejoin next month and will be new subscriber lol winning facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
1117,1210,Bearish,nflx keep push this garbage to the trash wastebasket
1118,1211,Bullish,nflx hater go to hate bearface liker go to like smilingfacewithheart eye
1119,1212,Bearish,nflx nkla know what this be this be an entanglement facewithtearsofjoy dropofblood
1120,1213,Bearish,nflx nkla how be that sherry lady bullish on netflix but bearish on nikola flushedface facewithtearsofjoy it do not make sense well she block me facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy frowningfaceselector flushedface handshake
1121,1214,Bearish,nflx hmm i just cancel my membership base on the pedophilia can not support this and must be stand somewhere down she go
1122,1215,Bullish,spy aapl tsla msft nflx future rip rocket rocket star strike star strike backhandindexpointingright us tech money mouthface money mouthface
1123,1216,Bullish,nflx tomorrow
1124,1218,Bullish,spy quad witch week tsla battery day fomo buildup aapl product annoucement jpow speak nflx bear stick think quotcutiesquot be grim reaper event go to be fun week
1125,1220,Bullish,nflx gap up to possibly if nflx decide to pull cutie
1126,1221,Bullish,nflx go to be some very unhappy put holder tomorrow morning facewithtearsofjoy
1127,1222,Bullish,spy aapl nkla nflx tsla crazy world we live in winkingface sweatdroplet smirkingface partyingface
1128,1223,Bullish,nflx faang rocket bear you better dump your put asap nerdface
1129,1224,Bearish,nflx do this list child twerking video go to be rich now that i be go to learn how to short and save money by cancel
1130,1225,Bullish,nflx wimi when the only thing stand in the way of your hot bear thesis be basic fact and actual reality
1131,1226,Bullish,nflx msft get daily win alert free if you really want to make huge profit on trading then choose this professional trading chat room
1132,1227,Bullish,nflx overreact sheeps netflix didnt make the movie i agree this fucking movie be creepy but there be bad movie than this do you guy remember pretty baby
1133,1228,Bearish,spy ouch lol nflx nflx may get hit tomorrow
1134,1229,Bullish,nflx rocket rocket rocket rocket rocket rocket
1135,1230,Bearish,nflx until the start make movie like the mask netflix be do for
1136,1231,Bearish,nflx petition be gain traction if folk go to this troublehttpswwchangeorgpletscancelnetflixsubscriptionsandhelpmakebetterstreamingoptions
1137,1232,Bullish,nflx hate to say it as netflix fan but they cross the line and many americans will agree so far and count go to the trouble of sign petition to cancel membership good time to announce aapl apple bundle even dis be embroil in controversy with muhan
1138,1233,Bearish,nflx do not invest in netflix and most certainly do not subscribe to this woke service it be not even worth the price of free
1139,1234,Bearish,nkla and nflx be the drama queen of next week texas capital have downgrade both nkla nflx nerdface clinkingglasse
1140,1235,Bullish,nflx an overreaction netflix actually do not make this movie and apologize already
1141,1236,Bearish,nflx cancel netflix be go be movement protect child at all cost
1142,1237,Bearish,nflx thank for join the cancel netflix movement almost reach thousand rid of pedoflix from the usa
1143,1238,Bearish,nflx pedoflix should be investigate
1144,1239,Bullish,nflx go high for day or
1145,1240,Bullish,nflx bulls sleep well beamingfacewithsmilingeyes beamingfacewithsmilingeyes beamingfacewithsmilingeyes
1146,1241,Bullish,nflx wheres the guy that keep scream about buy put on friday may not work out too well at worst this bounce off which be only another point down then it rip up before earning to area
1147,1242,Bullish,nflx goldman be go to bring the hammer down on the cuties bear just remember that whale eat little fishie few angry twitter user stand no chance against pound investment bank facewithtearsofjoy
1148,1243,Bearish,nflx nkla
1149,1245,Bearish,nflx load them put
1150,1246,Bullish,nflx cutie bear after check future tonight facewithtearsofjoy
1151,1247,Bullish,nflx short squeeze tomorrow
1152,1249,Bearish,nflx pedoflix pflx pedo nauseatedface
1153,1250,Bearish,nflx good chance this go to before daily chart look horrific and appear to be head to low bollinger band once it do that it will break through the middle bb on the weekly on its way to the low bb maybe vax will be the quotnewsquot or maybe the pedoflix headline either way the chart look terrible
1154,1251,Bearish,nflx take moral stand and take it down the backlash isnt go to die down quickly on this nor should it
1155,1252,Bullish,spy bear about to die when it gap up tomorrow keep live in that denial world of yours amd aapl tsla nflx while the rest of the world make everyday
1156,1253,Bearish,nflx i want nothing to do with this sick and twisted company dont even want short position
1157,1254,Bullish,nflx make put worthless again unitedstate
1158,1256,Bearish,nflx both side of the isle in congress ready to make netflix explain stream child porn rip
1159,1257,Bullish,amzn nflx nvda tsla aapl chartincrease moneybag checkmark
1160,1258,Bullish,nflx the desperation be thick with the bear tonight facewithtearsofjoy
1161,1259,Bearish,nflx this be all partisan bs stir up by psychotic republican qanon woman let 's cancel bratz toddlers amp tiaras etc too trump be push this agenda
1162,1260,Bullish,nflx make sure to screenshot the bear on here try to bash netflix because of the cuties fake controversy soon they will disappear into the night smilingfacewithsunglasse
1163,1261,Bearish,nflx remember when netflix remove go with the wind because it be offensive movie rate ma about little girl no issue watch anyone defend this move be sad and pathetic
1164,1262,Bearish,nflx woozyface woozyface woozyface
1165,1263,Bullish,spy aapl nflx you know why i do not buy the dip because i be stick at the damn top fvck
1166,1264,Bullish,nflx be porn dancing snowflake
1167,1265,Bearish,nflx under shortly
1168,1266,Bearish,nflx make light of it say lot about him
1169,1267,Bullish,nflx the fake cuties controversy be simply ploy to bring the share price down so institution can load up cheap before blowout earning this quarter watch and learn smilingfacewithsunglasse
1170,1268,Bearish,nflx how many share do you need to be invite to epstein island nothing bad than bunch of pedos hope they see huge financial loss for their poor judgement
1171,1269,Bearish,nflx you will be remind around ohh i would say about backhandindexpointingdownmedium lightskintonethanks for the lie up grinningsquintingface
1172,1270,Bearish,nflx so literally directly defend cuties then delete it lol some see it nice try
1173,1271,Bullish,nflx cancel your gym membership lol
1174,1272,Bullish,nflx cancel high school sport game
1175,1273,Bullish,nflx cutie bear gunna get rekt this week bearface skull
1176,1274,Bullish,nflx open money mouthface money mouthface
1177,1275,Bearish,spy aapl nflx go back red before open now you know how it feel alien
1178,1276,Bullish,nflx the internet have cutie on it cancel your internet subscription
1179,1277,Bullish,nflx ok just remove it in us market problem solve winkingface
1180,1278,Bearish,nflx for the ppl in this chat that be perfectly good with own stock in company that do shit like this you live with that it be free country but if it can not break it be go to anyway so dump this pos i be not go to break it down for you do your own research but you can go ahead and screenshoot this backhandindexpointingleftmedium lightskintone tomorrow go to be hot mess for y' all gl
1181,1279,Bullish,nflx bear be desperate for put lol have you hear about faang there be etf connect with neflix even your be contribute into it bi weekly on blue chip fund etf
1182,1280,Bearish,nflx nobody should support pedophilia down with netflix for make cuties
1183,1281,Bullish,nflx total subscribers worldwide netflix add whopping subscriber worldwide as coronavirus keep people home how many of bears cancel netflix netflix be grow exponentially outside of usa eu mea africa asia latin america check chart this be why my fav analyst say netflix have the high upside among faang in
1184,1282,Bearish,nflx i see this tanking at least tomorrow
1185,1283,Bearish,nkla nflx same thing will be say monday tuesday wednesday thursday friday dropofblood dropofblood dropofblood dropofblood dropofbloodfacts
1186,1284,Bullish,nflx open at chartincreasingwithyen dollarbanknote dollarbanknote dollarbanknote
1187,1285,Bullish,nflx clownface clownface clownface clownface
1188,1286,Bearish,nflx so pit percent of my friend cancel due to cuties they be all conservative so think the real number out there be close to as this build steam and it will thats huge impact will buy put at open dont know what strike yet still research
1189,1287,Bullish,amzn aapl tsla nflx thx for the money bear bearface
1190,1289,Bearish,nflx my buy order cancelnetflix go viral lol
1191,1290,Bullish,nflx brr to screw bear with put who call shareholder pedo rocket rocket rocket rocket
1192,1291,Bullish,nflx trade at dollar discount at least chartincreasingwithyen moneywithwing moneywithwing moneywithwing eye
1193,1292,Bearish,nflx cancel netflix
1194,1293,Bearish,nflx can not wait till update number come out and this stock and it be holder get obliterate
1195,1294,Bullish,nflx more netflix news foldedhandsmedium darkskintone airplaneselector rocket fullmoon dollarbanknote
1196,1295,Bullish,spy aapl msft nvda nflx backhandindexpointingdown future green bear with puts will post more facewithtearsofjoy facewithtearsofjoy
1197,1296,Bullish,spy aapl nflx amd tsla bear put on monday till wednesday on fomc
1198,1297,Bullish,spy here be good news those that have survive the past day tank earn season be near you know that mean lot stock will get pump and have news my favorite stock aapl nflx qq be so let us get ready to make an extra from earning bear cover up you all will lose take this opportunity to load call and avg down
1199,1298,Bearish,nflx protect the child
1200,1300,Bearish,nflx thumbsupmedium lightskintone clappinghandslightskintone
1201,1301,Bullish,spy hour to rip the bear face off when they realize they short at support area bull market vs robinhood put holder who will win amd aapl tsla nflx
1202,1302,Bullish,nflx idiot bear facewithtearsofjoy
1203,1303,Bullish,tsla nflx aal this pathetc loser be bash everything facewithtearsofjoy he call tesla aal week ago you must be accurate as your profile say huh rollingonthefloorlaughing rollingonthefloorlaughing grinningfacewithsweat
1204,1304,Bearish,nflx pedoflix should be stop cancel subscription protect child
1205,1305,Bullish,nflx lets kill bears put tomorrow nerdface
1206,1306,Bearish,nflx nothing like wayfair different business wayfair be unproven malarkey this fuck up movie be there for the whole world to see and netflix on record defend it bad pr bad response overvalue
1207,1307,Bearish,nflx be go to have fun with congressional hearing and doj investigation rip
1208,1308,Bullish,nflx can we see up tomorrow again
1209,1309,Bullish,nflx while cuties maybe bad i havent watch it cancel netflix be my foot this will go up just like fb do bullish
1210,1310,Bullish,nflx cobra kai be just awesome nerdface
1211,1311,Bullish,levermann global bigcap buy wk vz adbe nflx intc orcl csco amgn sanpa qcom ibm
1212,1312,Bearish,nflx be trash ass bullshit month from now we be go to be tell that baby it be cold outside promote rape while this pedo ass platform be promote sex with child
1213,1313,Bullish,nflx blue chip tech rally tomorrow so do netflix rocket smilingfacewithsunglasse rocket
1214,1314,Bearish,nflx this be go to be the good short in history partypopper partypopper partypopper
1215,1315,Bearish,nflx vaccine news pedo news this be free money put on open
1216,1316,Bullish,nflx cancel netflix yeah sure rollingonthefloorlaughing rollingonthefloorlaughing rollingonthefloorlaughe rollingonthefloorlaughing clownface clownface clownface clownface
1217,1317,Bullish,nflx ipg ctl compare sampp communication services netflix inc net income be interpublic group net income be centurylink inc net income be net income also call net earning be sale minus cost of good sell general expense taxis and interest be net income decide factor when pick stock which be good to add to my portfolio
1218,1318,Bearish,nflx i havent trade this in bit be we buy put for the pedophile or do we think itll blow over no problem do i already miss the moment thinkingface
1219,1319,Bearish,nflx netflix we cancel go with the wind because it be offensive also netflix enjoy cuties you can not make this dumb insanity up
1220,1320,Bearish,nflx put forkandknife in nflx it be do with its mainstream appeal and moral turpitude shame on them
1221,1321,Bullish,nflx those shoetie miss opportunity to buy fb in dip of facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy rollingonthefloorlaughing how much be facebook now
1222,1322,Bullish,nflx with this much free publicity cutie currently at top movie watch in netflix closely follow an equally controversial film social dilemma netflix will probably get to in the next week run up to the earning
1223,1323,Bearish,nflx doj investigation come
1224,1324,Bullish,nflx netflix be for all people either republicans or democrats or immigrant minority just like or instagram fortunately you have free will not to watch what you do not like to watch you have parent control password lock amp kid account i only watch drama amp spain brazil make show that be what reed hastings will say to hypocrite clownface bearface bearface bearface
1225,1325,Bullish,nflx buy the dip
1226,1326,Bearish,nflx bruh there be really people in here defend the promotion of pedos the damage have already be do to these sick fuck they think it be okay disgusting world we live in to where thats debate
