index,sentiment,cleaned_message
1821,Bullish,fb intc qcom aapl bounce at close
1822,Bullish,spy qq dia aapl fb i like it i like it lot
1823,Bullish,aapl ws crackhead too slow
1824,Bullish,aapl easiest ever
1825,Bullish,aapl wtf be take ws so long
1826,Bullish,aapl loaded
1827,Bullish,aapl nice pump look easy
1828,Bullish,aapl fed tool powell to signal july rate cut to avoid huge executive branch conflict per kudlow insider
1829,Bullish,aapl nasdaq have every big firm on apple at outperform or hold then bogus downgrade from nobody firm take chunk off now people be slowly realize that rosenblatt be literally nobody this would of run hard af with amzn most likely now
1830,Bullish,goog time to catch up pt
1831,Bullish,goog buyer step in aug
1832,Bullish,this be what trading with our community look like join free today with week trial okta panw amzn goog aapl
1833,Bullish,update goog jul call down since alert on jul peak
1834,Bullish,goog this stock be such dog bark bark still have room up
1835,Bullish,amrh no sell today after the closing follow by golden news from googl goog
1836,Bullish,fb tsla buy more and more
1837,Bullish,fb tsla buy in pre mkt
1838,Bullish,fb brace for impact boy we be go to trek through rough water today but if we hold we will be fine dont stop buy the dip
1839,Bullish,fb tsla another opportunity to buy cheap
1840,Bullish,get ready for big techs robot stampede thestreet googl fb msft amzn robotic
1841,Bullish,fb chart look good
1842,Bullish,fb market be in limbo low volume move down some ppl weak hand fear there be no rate cut come where as big player big volume be not move at all give all fact powell will cut the rate by atleast bp either end of july or in august dont sell look at this fake out economy be fine only reason we deserve rate cut be because powell do not need to hike up rate last yr he need to slow down and give economy fair chance to thrive wait for wed thursday fed testimony
1843,Bullish,rs historically this dip over the summer sell my long position at few week back keep my eye on it to get back in
1844,Bullish,rs daily rs be the ticker for reliance steel and also stand for relative strength be of the good domestic steel actor for while now with rallying see if sector can put in low rs my favorite way to play
1845,Bullish,msft ready to roll
1846,Bearish,msft monthly chart major negative divergence on the rsi watch your wallet
1847,Bullish,msft ascend triangle may be form here hold above bottom bollinger band and dma with hammer long term trendline bounce may be in play spy close with hammer above ma as well so when the fear mongering be over its play like this that should not be miss we will see what tomorrow bring
1848,Bullish,msft be gift
1849,Bullish,msft just wonder when this will have green day its get kind of ridiculous
1850,Bullish,twtr if you buy all dip you can not miss the dip
1851,Bullish,twtr do it
1852,Bullish,twtr down or trip to pb to day sma and er gap support on dead quiet volume
1853,Bullish,twtr sell your kid sell your dog buy twtr
1856,Bullish,twtr buying with hand and foot
1857,Bearish,twtr target approach
1859,Bullish,twtr wtf let goo
1860,Bearish,double top identify chgg more insight
1861,Bullish,chgg add here for push back into lt ascend chnl to
1863,Bullish,chgg andrew left hate this stock say it be go to be dollar i can not give you well buy recommendation than that
1864,Bullish,chgg chgg seller be to hasty amp will probably regret it chegg have good earning report but be no tto the standa
1866,Bullish,mdb mongodb be make big move fb amzn nflx goog orcl
1867,Bullish,qq will explode like mother of atom bomb spy unstoppable fb aapl goog amzn
1868,Bullish,goog amzn msft fb aapl these let qq all time high spy
1869,Bullish,spy qq make retailer fool today with cnbc global growth sht talk amp mm selloff with low volume amzn goog aapl fb
1870,Bullish,new post the goldilocks market environment aapl msft spy goog qq aapl amzn fb brkb jnj xom jpm
1871,Bearish,trade ideas dnkn delay may swing still actionable
1873,Bullish,chgg beautiful chart that continue to go high i will buy any pullback to the wma
1874,Bullish,fb cup and handle about the breakout
1875,Bullish,fb bears dont go negative now ws be want this up to again
1876,Bearish,ba fb the joker quothere we goquot
1877,Bearish,fb back in with put i think she roll over here
1878,Bearish,fb theres stock market bubble some stock on the market be nothing not control no roi just ponzi
1879,Bullish,fb tsla nvda aapl spy ge acb
1880,Bearish,fb be go to tank tomorrow or monday lol
1881,Bullish,fb at
1882,Bullish,quotfacebook launch whatsapp business for iphonesquot via fb
1883,Bullish,twtr boom
1884,Bullish,twtr logic say this make hard run at vwap soon
1885,Bullish,twtr head north
1886,Bullish,twtr we will find you
1887,Bullish,twtr i want to see this up big
1888,Bullish,twtr get ready folk we be about to head toward
1889,Bullish,grpn local twtr analyticsvenmo pypl aapl iphone xs shazam uber cannot live without yelp snap bkng lyft overratedunused
1890,Bullish,twtr high risk but probably trend to
1891,Bullish,ibcs top bbd fcx rio swn nr rs catb
1892,Bullish,rs daily steel company do not come to mind when we think of los angeles but labase reliance be easily the good domestic steel chart
1893,Bullish,rs steel kalu aluminum rex ethanol nat gas few notable material energy chart with much clean technical than their peer here
1894,Bullish,snap schwag feeble next week
1895,Bullish,snap ah action come right up
1896,Bullish,snap shorts covering put stuck like chuck
1897,Bullish,snap bounce now plz
1898,Bullish,snap this be where you invest and stop listen to the wannabe great opportunity to buy cheap and make money some real money
1899,Bullish,snap bear vicious cycle continue max pain at
1900,Bullish,snap just reminder bearface those put be about to expire
1901,Bullish,sq option writer amp mm run the show nflx amzn snap gb twtr this be ridiculous
1902,Bearish,take couple snap this am smilingfacewithhorns
1903,Bearish,snap daytraders make it pop last time here be your chance to exit
1905,Bullish,twtr find them and squeeze
1906,Bullish,twtr let goo
1907,Bullish,twtr long
1908,Bullish,twtr aapl look great will lift naz further up tsla will go back to so load up more from down
1909,Bullish,twtr high rise into close from here go tweety
1910,Bullish,twtr all fang stock green so i bought nflx call will be green too
1911,Bullish,twtr bought nflx call time to bounce too
1912,Bullish,twtr tell ya all bouncy time soon
1913,Bullish,snap be really hope for much more substantial bounce today amp im bum
1914,Bullish,snap mm will just pin in or for the weekend
1915,Bullish,snap look like be typical close for friday next week the uptrend shall continue gl
1916,Bullish,snap bouncing
1917,Bullish,dbd pyx ivc tlra ston xtnt hmi avp vsi keg se hzn bdd ego coty snap io nyse monthly gainers
1918,Bullish,snap anyone who think snapchat will go away be become irrelevant have no concept of social medium
1919,Bullish,snap invest in this company now and wait year thank me later
1920,Bullish,snap i buy at fire fire fire my wife buy it at
1921,Bullish,snap put max pain look real ugly for bearface manshruggingselector
1922,Bullish,snap always
1924,Bullish,snap thank heavens cuhomo legalize weed oh wait he hasnt yet well im not wait any long douchebag me yrs ago to his dad
1925,Bullish,snap happy friday
1926,Bullish,snap so be this the th week of bear get dicke down
1927,Bullish,ttm interesting eye
1928,Bearish,ttm straight session of uptick price action history suggest its time for correction smart money have be leave during uptick
1929,Bearish,ttm itty bitty penny pop to reel in all the cash buyer then hose em in the niagara falls all the way down no deal brexit be come
1930,Bearish,ttm shrink volume with mini bear trap we havent see the bottom yet more major dip to go
1931,Bullish,ttm finally print i have be wait long time for this
1932,Bearish,ttm yep this ones go further down super bearish
1933,Bullish,msft remind me in month
1934,Bullish,googl wait minute aapl be down msft be down and even fb be down only what the reason for googl to go down
1935,Bullish,tsla shorts must exercise extreme caution at this point as big news of joined venture be loom with more update
1936,Bullish,today i add tsla call near the low i think today be the low before the run up towards
1937,Bullish,tsla ppt be buy boat load the fed chair just have trump steak the other day lol grinningsquintingface
1938,Bullish,tsla have market cap despite make half revenue of facebook who have market cap tesla grow revenue fast too
1939,Bullish,tsla financial strong revenue growth vs cost growth amp ramp in production ampthey have other revenue source like energy service
1940,Bullish,tsla buy more call redheart
1941,Bullish,tsla this be go to fill gap amp
1942,Bullish,tsla barra lie time for sec to investigate gm repeat fraudulent claim especially concern ev and self drive tech gm
1943,Bullish,msft give it min they be go to start buy
1944,Bearish,fb amznnflxgoogl msft fang be set for sell signal today
1945,Bullish,the market turn up the volume on hear as need to defend against big boy gme sne msft roku
1946,Bullish,amzn this month in game review on amazon ntdoy sne msft atvi dis
1947,Bullish,amzn this month in pc review on amazon amd nvda intc msft aapl
1948,Bullish,amzn month of microsoft vs apple laptop on amazon msft aapl
1949,Bearish,ttm no support this ones not go up anytime soon not until everyones give up with real possibility of much low entry point
1950,Bullish,snap quotwere finalize th result amp expect both revenue amp ebitda to be slightly favorable to top end of previous guidancequot
1951,Bullish,snap breakout today past the dma would be dank
1952,Bullish,snap oooh
1953,Bearish,snap this pos will be red watch
1954,Bullish,snap cfo leaving be overly manipulate bs to trap bear give hedge fund last chance to get in take off ancient history soon
1955,Bearish,snap cover this yesterday when i see the market fly off tariff news may short again
1956,Bullish,snap guy on ios there be now profile so cool you can see useful fun information in chat you have in past
1957,Bullish,snap inverse head shoulder form on daily ahead of de risked er on feb th it doesnt get any easy than this for you home gamer
1958,Bullish,snap google digiday snap with fundamental turn around begin last july and valuation low prime time mampa candidate easy trade higher
1959,Bullish,snap use pattern recognition on daily chart successful ret of bottom now occur huge buy sign fundamental turn around underway buy
1960,Bullish,snap er now de risked co at high end of guidance cnbc hype large si cover stock spike lather rinse repeat quarterly in
1961,Bullish,snap zuckerberg doesnt have the cash or power to do what tslas do fact
1963,Bullish,dnkn very
1964,Bullish,spy buy dnkn aapl ibm de tsco
1966,Bearish,aapl lets tie msft for price
1967,Bearish,buy some qq expire next week aapl mu intc just not hold msft
1968,Bullish,msft almost time to buy with both hand look great when this turn it will be parabolic
1969,Bullish,buy some aapl next week expiry spy qq amzn fb msft
1970,Bullish,amzn goog msft nvda time to buy be now
1971,Bullish,buy msft
1972,Bearish,aapl woww gain on those weekly
1973,Bullish,aapl back to and perhaps drop after
1974,Bullish,dbx this stock be deft under the radar big things come here in imo
1976,Bullish,oh wow this be big ttm rsi indicator leave the oversold zone view odd of uptrend
1977,Bullish,trend ev could be good entry ttm as will benefit from india plan to invest bln in ev co
1978,Bullish,ttm far cry from the price tag per new car day this be great turnaround story i have always feel they should be successful and that be what be happen good speculative stock to own long term
1979,Bearish,mu short term overbought
1980,Bullish,smartoptions register unusual activity alert delayed mu call jan exp trade volume contract worth of volume be trade just now follow the money amp trade options with our smartoptions register artificial intelligence
1981,Bullish,mu note this be multi year consolidation wait to explode weekly chart
1982,Bullish,mu tell you to buy last week
1983,Bullish,mu stay above please
1984,Bullish,damn it we miss mu maybe will get pull back
1985,Bullish,amd mu mrvl iwm lead market this morning never good sign but look at mu run i dont get why adbe be down
1989,Bullish,fb targets between and post earning add more today
1990,Bullish,fb nasdaq up so far
1991,Bullish,fb nasdaq keeps gaining fow and sampp are in the green as well
1992,Bullish,fb nasdaq look strong in premarket
1993,Bullish,fb tomorrow night
1994,Bullish,fb nasdaq be green
1995,Bullish,tsla no position at this time i will do option sell at thursday
1996,Bullish,tsla this be go to be the big company in the world globally in record time the sad part be how many ppl will miss this ride facewithmonocle thinkingface
1997,Bullish,ms morgan stanley continue to make good news everyone be down on the banks who have do relatively well consider well get in early than late xlf kre gs bac
1998,Bearish,add bank to the short list jpm bac gs wfc db markettiming
1999,Bullish,abus naked short volume of todays volume or share wowsa parabolic on steroids guaranteed cc mrna gs ms
2000,Bullish,amd intc gs amd stock up since amd turn around its business on february when it be intel fake news and fake marketing machine finally implode after amd cpu gpu apu chiplet and infinity fabric product begin to blow away intel into piece amd will be within year within year and around within year now that intel be out fir to year all hard core fake intel pay analyst be now expose after intel monolithic failure and everybody who listen to those fake news have lose profit potential congratulations amd long and well continue for the and amd stock profit within year there be still so much amd new architecture product and technology to be release over the next couple of year plus amds nm nm nm
2001,Bullish,amzn where the run into earning come on
2002,Bearish,amzn pt
2003,Bullish,sq like amzn square attempt to have its delivery servicecaviar to prime do not work out for them so they get share of doordash instead like amzn aws square have its subscription growth cash app growne like amzn retail it be seller side be grow depend on season although i expect this to be slightly slow this
2004,Bearish,amzn let us go ahead and get this over with
2005,Bullish,sq be the amzn of finance notice how i do not say bank that be because the ecosystem be big than bank itself it be about allow underserved community the ability to transact on their own term what make square different be that it have startup mentality even though it be worth more than start up it think outside the box just like amzn have and still do subscription service like amzn grow cash app grow once it expand internationally more gain ahead
2006,Bullish,mu csco hop in here on both of these good price will hold for few day week or long
2007,Bullish,mu get some call if amd get good er this will go
2008,Bullish,spy intc jpm hut up bearface bearface bearface
2009,Bullish,slv jpm be control the silver price not sure what exactly they have in their mind but they be finally unleash it to let it run sky be the limit spy gld
2010,Bullish,jpm decline volume bounce off of the weekly ema and dma coincidentally this level be also the fib retracement from the move xx not picture bear look to be exhaust imo look to be complete wave where wave should take this to got to be patient here
2018,Bullish,fb trader lose investor win this be long term stock
2019,Bullish,you can find of the most undervalued stock from the below link in these crazy time when everyone preach about trading who else demonstrate with action not word who else declare their trade in advance set financial goal with confidence and achieve this goal below link reveal the answer aapl tsla fb amzn spy
2020,Bullish,closing bell for today qq fb amt cci be our etf and stock suggestion for buy long more information about buy price range chart expect buy return and option price be give in our closing bell video only on justrading youtube channel check it out if you would like our daily suggest stock report you can join us on patreon as collaborator supporter or winner thank you
2021,Bullish,lk call me stupid zanyface even with eviction notice i still add to my jan call they finally hire corp shrink to figure shit out i say yum china or dnkn sbux could be our secret spy in china wire every location for sound
2022,Bullish,goog buy spy now
2023,Bullish,spy just buy fb msft amzn goog aapl every year it go up ath
2024,Bullish,goog this be nice overnight win and still go strong take profit and ride free share
2025,Bullish,spy goog break out with weekly and monthly cup and handle
2026,Bullish,aapl at what time be the conference today
2027,Bearish,aapl short again
2028,Bullish,aapl more time dont give away your plus valued stock you have historical inflection point stock piece of market leader technological inflection point you own stock of paradigm shift technological gigantic leap forward do not give it away almost like own wrights bros company share at flight massive stepping stone in computing apple switch to arm not just any chip be historic dont give away your dollar stock its worth much more than
2030,Bullish,aapl iphone se be power house
2032,Bullish,tsla long
2033,Bearish,tsla bleed down to or less you do realize this be stock less than month ago right manfacepalminglightskintone smh
2034,Bullish,tsla squeeze it
2035,Bullish,tsla once tesla get into the sampp gigafactory euro and gigafactory in texas it be game over boy we go to
2036,Bullish,tsla unpredictable elon tesla sign long term deal with cobalt supplier glencore can you see me now foldedhandslightskintone okhand flushedface
2037,Bullish,spy bcs gs jpm this be go to look awesome
2038,Bearish,gs prepare for print week leave
2039,Bullish,gs chartincrease
2041,Bullish,ttm bullish pattern daily camph forming and esix
2042,Bullish,ttm why crash be earn so bad
2043,Bullish,ttm buy some here algorithm have it at
2044,Bullish,chgg daily large enough percentage of the float share outstanding be short to make this squeeze play nice tight pattern in uptrend if school announce wide scale reopening for autumn could get hit but resurgence in virus case headline should lead to summer pop here
2045,Bullish,twlo chgg would like to scoop up call with red open
2046,Bearish,spy tvix aapl qq amzn i have well idea every bull stand on side of the field and every bear on the other we then charge at each other with sword and whoever be leave alive win the gold old fashion style
2047,Bullish,amzn tsla not my record but about time i get break into these casino friday good luck trader see you all monday
2048,Bearish,amzn i have never see person be more wrong about economy than this womanizing and former cocaine abuse moron djia spy
2050,Bullish,chgg guy thought on boxl as an learning play
2051,Bullish,chgg pt
2052,Bearish,what would you do chgg rsi indicator leave the overbought zone view odd of downtrend
2053,Bullish,chgg
2054,Bullish,chgg good long term stock any price to get in if you be consider long term
2055,Bullish,chgg buy the dip homie
2056,Bullish,shop bears short this today be like the bear who try to short amzn bear will be catch knife as this head to new all time high buy any dip this company be boom with and grow merchant and thank to covid they be see black friday level traffic every single day
2057,Bullish,amzn next stop
2058,Bullish,amzn up tomorrow will be really nice for call option
2059,Bearish,spy qq amzn aapl goog now ive see everything this guy tell people to take fish tank cleaner and then someone die as result but the dood wife end up murder him so now he die from covid and now this guy have be be talk it all alongg unbelievable denial here bull unreal and dont give me that shit about kaitlin collins remove her mask while shes off camera only to make it seem like she take this pandemic seriously people are die
2060,Bullish,jcp not say there be any truth to an amzn buyout or merger but at least go checkout these article for yourself so you can make an educate gamble that be not base on random comment with no basis other than bankruptcy and delist yeah we know they start the process and there be chance it will be delist and become an otc if i read more of those db acomment i swear expressionlessface facewithsteamfromnose all that be old news we already know all that at this point it be be halt time since friday morning i be use to it smilingfacewithsunglasse they clearly have plan do not you see that everything be strategically line up eye halt friday am before they release payment pr rightarrowselector halt friday after market close to avoid panic sell rightarrowselector then hold bankruptcy call on saturday and release positive reit pr on the weekend rightarrowselector halt ah then release of buyout rumor
2061,Bullish,jcp amzn real estate angle could be for the location
2062,Bullish,jcp lol good luck i already have friend who be do amazon fba trust me they do not need anymore storage or distribution facility clappinghands facewithtearsofjoy still good flip i suppose though play the play amzn
2063,Bullish,pin twtr tomorrow
2064,Bullish,tdoc docu irbt twtr invest in disruptive technology laptopcomputer
2065,Bullish,sq work from home policy permanent similar to twtr this be bullish to me people should work from wherever they feel most comfortable
2066,Bullish,twtr look for these stair step to turn into elevator type move as thing reopen print baby
2067,Bullish,twtr money inflow great than outflow good sign will go up by eod
2068,Bearish,mar marriott hotel with bad financial be literally close amp hilton hotel amp hotel be literally closed airline be run limited route with hardly any passenger us economy thumbsdowndarkskintone spy aapl dis mu global coronavirus death surge past double in nearly week i post this early
2069,Bearish,spy mar marriott have bad bal sheet aapl mu dis you can blame the illuminati new world order for this coronavirus over death worldwide globeshowingamericas we be in bear market facewithmedicalmaskmarket thumbsdowndarkskintone
2070,Bearish,mar marriott hotel be junk stock thumbsdowndarkskintone aapl dis mu spy market be set to rollover to go low
2071,Bearish,mar junk microbehotel stock thumbsdowndarkskintone aapl dis mu spy market at the top of its range and it be time for market truth red sell spy no more market deception new york city have the high coronavirus cases in the country usa bulls will need to drink more maalox bearish
2072,Bearish,spy aapl mar dis mu big correction imminent the number be bad even with the fed money look wuhan be still fuche up by the coronavirus second pandemic wave
2073,Bearish,spy aapl mar dis mu almost coronavirus case in usa usa in first place with coronavirus cases worldwide almost of new microbecoronavirus case of the total number of case be report globally the number be way off
2074,Bullish,i would liquidate that mu position asap and transfer to amd
2075,Bearish,spy aapl mar mu dis the market be expensive compare to december and june unemployment be now over bad us economic conditions coronavirus microbe be accelerate facewithmedicalmask
2076,Bullish,amd what be you guy do long mu switch and go amd asap
2077,Bullish,twtr twitter will be key platform for the election from today price
2078,Bearish,another fantastic trade spy entry exit profit twtr entry exit profit
2079,Bullish,twtr back to so daddy can buy another couple hundo may sell put at close if we be down some more
2081,Bearish,twtr get my june put secure now just need management do what they do well screw up
2082,Bullish,twtr be that fake bounce to take my money poutingface do not worry i have patience i be trade with money i do not need facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
2083,Bullish,twtr back up to high of the morning session soon and above by eod
2084,Bearish,twtr fb yep lol catfacewithtearsofjoy
2085,Bearish,twtr fb hold my put get feeling we get selloff eod
2086,Bearish,deathcross chgg at hilo ty buy fwdpe div chegg inc stock trade finance market
2093,Bearish,spy djia ba aapl msft backhandindexpointingrightnew york state have more coronavirus case than facescreaminginfearfrance or south korea facescreaminginfear as infection soar to
2094,Bullish,more msft less ccl win zanyface
2095,Bullish,msft mr softee bounce tomorrow after the nation rally and bring market up spy this be world event what well way to kill off this virus by first killing of the stupid shorter and create fomo scenario buy the big boy and watch the rest follow aapl
2096,Bearish,spy aapl msft tsla spce just in skullandcrossbonesselector skullandcrossbonesselector skullandcrossbonesselector skullandcrossbonesselector
2097,Bullish,msft csco khc spy do not matter call or put or stock stay healthy and quarantine your self or week and maintain social distance consider as public health emergency
2098,Bullish,csco khc msft spy green monday only can save market
2099,Bearish,spy aapl spce msft
2100,Bullish,before i post any info i verify with real top notch expert face to face many of these be stanford university and berkeley professor i get the same or similar response from all of them yes there be risk but it have be greatly exaggerate social distancing be of the great weapon we have in our hand now to fight covid till we have the vaccine by fall hopefully please see the link below about the vaccine most importantly do not panic panic definitely will not help smallpox be much more contagious and much more deadly smallpox kill literally hundred of million of people coronavirus be nothing compare to smallpox we be able to defeat smallpox in and we will defeat coronavirus in amd fb nflx msft mu
2101,Bullish,before i post any info i verify with real top notch expert face to face many of these be stanford university and berkeley professor i get the same or similar response from all of them yes there be risk but it have be greatly exaggerate social distancing be of the great weapon we have in our hand now to fight covid till we have the vaccine by fall hopefully please see the link below about the vaccine most importantly do not panic panic definitely will not help smallpox be much more contagious and much more deadly smallpox kill literally hundred of million of people coronavirus be nothing compare to smallpox we be able to defeat smallpox in and we will defeat coronavirus in aapl tsla amzn spy btcx
2102,Bearish,tsla we finally have test readily available and ny jump to every major city be go to become little italy and job loss be go to exponentially climb when critical mass hit i know we blow it with the testing and lack of containment i can not believe i be go to have to operate in depression possibly all because crooked old fock care more about politic and market than handle this out the gate like i say when we know the nature and china have bad all border should have be shut and mass testing send to all major city it be obvious to me and that be scary because the nature and how small world be should have make it obvious to the leader pissed i may make ton but i do not want depression and what my friend and their business will suffer this be total fock job by all world leader down to the damn who
2103,Bullish,tsla testing chloroquine dow
2104,Bullish,tsla once new york start use chloroquine the other state will follow shortly buy the dip this be once in year opportunity
2105,Bullish,dbx will be when new rule change people will work more from home in the future crystalball moneywithwing moneywithwing moneywithwing
2106,Bearish,dbx put load
2108,Bullish,uvxy spy gs jpm ihi blood in the street panic selling close to bottom people be buy and spending like crazy nothing stop them time to buy ihi viv bynd cig elp ebr sbs this be when you buy low
2109,Bullish,uvxy gs jpm people be spend and buy like crazy
2110,Bearish,great idiot of all time correct donald the trump lol spy amd gs msft nugt
2111,Bearish,ba jpm gs thank djt for your waste year in the market
2112,Bearish,gs glad this be go down these guy can not be trust
2113,Bearish,spy spy negative daily divergence be scary this can get very ugly hint the halt in future stock will follow msft aapl nflx tvix
2114,Bearish,still short tsla shop nflx in that order as far as position size nflx also seem like winner from the coronavirus and shelter at home policy but i believe they be significantly under amortize stream content acquisition cost and stay alive by issue debt which may become less feasible go forward
2115,Bearish,nflx down loser
2121,Bearish,fb amzn mu amd another point day careful bear market be come black monday next
2122,Bearish,spy aapl rcl ccl nclh amd mu travel and leisure stock collision thumbsdowndarkskintone deutsche bank cut norwegian royal caribbean to hold on mount cruise ship algo in control the market take the market down goldman sachs say too risky to buy market indexes at these level
2123,Bullish,amd mu aapl buy now time have come finally to buy the load
2124,Bullish,quotmarket panic over coronavirus be not warrant global economy will only see short term impactquot say the head of allianz se europe big insurer amd fb nflx msft mu
2125,Bullish,the question quotwhen the coronavirus vaccine will be available to the publicquot the correct answer this will definitely happen right after the market manipulator have load up on their favorite equity amd fb nflx msft mu
2126,Bearish,nvda mu fb dia why stock head for bad week since financial crisis and could go even lower from sa newsstocks head for bad week since financial crisis
2127,Bullish,spy aapl amd mu who all wanna cry come cry with me but mkt will recover soon dont worry this be when buy
2128,Bearish,maga aapl goog amzn investor young and old i just buy put market will rally like no tomorrow
2129,Bearish,tsla this go down hard tomorrow anything green on the year be get collect this be force deleverage liquidation cash crunch shop amzn goog
2130,Bullish,goog baba xom sbux for me it time to slowly add in these name during the come day
2131,Bullish,spy dis msft fb tsn get this from another poster vaccine could be ready in week and month for testing
2132,Bearish,fb go down more at the end of the day
2133,Bullish,mu and chip lead the market so btd
2134,Bullish,amd mu mrvl im so confused be it possible we get rally on friday
2135,Bullish,mu bounce at last head top lets goo
2136,Bullish,mu hamph formation next target tute buying and bottom in unconfirmed but yolo
2137,Bullish,so true at least in my case over dozen time during the last year or so of successful stock investment i benefit from bearish time lot amd fb nflx msft mu
2138,Bullish,mu hold up the good from my buy yesterday
2139,Bullish,mu buy down over now up oh yeah
2140,Bullish,mu its like the us reaction to coronavirus be week delay we care once the bad be over
2141,Bullish,mu get in here man bout to take off like rocket
2142,Bullish,mu do not miss out the fomo be go to be light folk fire amd
2143,Bullish,mu would be bullish engulfing let 's go
2144,Bullish,qqmuqcom aapl hope you buy the correction we be very close to bottoming shape recovery let it rip yenbanknote yenbanknote
2145,Bullish,enph aapl add
2146,Bullish,aapl nice run up now should be easy
2147,Bearish,aapl will follow the index look for at the close
2148,Bullish,aapl nice recovery now
2149,Bullish,spy aapl fb googl msft mandancingmediumskintone
2151,Bullish,stock market be simply not for everyone over my year plus successful experience in the stock market iv see folk become millionaire and some folk who get bankrupt all within month if you can not control your emotion and act logically during hard time you need to find another way to make money this sell off be not logical to me at all there be folk out there manipulate the market to make good money out of this coronavirus hysteria beware im long this thing will go away soon aapl tsla amzn spy btcx
2152,Bullish,mu bounce off with relative strength and call flow deep red since this be the bottom
2153,Bullish,amd mu mrvl decision point where do it go from here hope not another give it all back like day ago
2154,Bullish,mu yes i tell you drip in as it drop boom amd intc msft all of em way overdone sell
2155,Bullish,mu ooh nice
2156,Bullish,nvda mu calls
2157,Bearish,spy aapl mu amd rcl the year trading at new low what be that mean for us stock
2158,Bullish,amd mu mrvl spy and qq back over the open price
2159,Bullish,amd mu mrvl volatility the name of the game get to be close to the bottom than the top now but what the hell do know
2160,Bearish,mu bye bye not buy buy
2161,Bearish,mu wow this be brutal spx in free fall under the ma we be go to see another down in micron i will write some weekly put over against my put
2162,Bearish,aapl seem unfathomable bingo
2163,Bearish,aapl nite nite
2164,Bearish,remember denial and diss liquidation be not strategy liquidation be global and soon to be local bearish for week spy qq vxx aapl
2165,Bullish,aapl get my eye on you ready to buy when you have recover from the virus
2166,Bullish,spy qq aapl buying call
2167,Bullish,indeed so true i personally see much bad day than this do not sell and gain tremendously eventually still long amd fb nflx msft mu
2168,Bullish,nflx come moneywithwing moneywithwing moneywithwing
2169,Bullish,nflx usd secure
2170,Bearish,nflx short not look like smart move so far haha still early
2171,Bullish,nflx what be people go to do when they be force to stay home netflix and chill
2172,Bullish,nflx come up just wait for the nasdaq to bounce bit
2173,Bullish,nflx make zm like move please
2174,Bullish,amzn stay long
2175,Bearish,amzn make sure to keep some money on the sideline for countertrend reversal
2176,Bullish,amzn feel like great price at these level
2177,Bearish,amzn make sure to take little profit bear
2178,Bearish,amzn facewithtearsofjoy
2179,Bullish,amzn the crock get what they want and destroy the economy shame on them market will rise despite their greed wineglass fourleafclover rocket foldedhand
2180,Bullish,amzn now what gap fill and let us go
2185,Bullish,undervalued signal alert dnkn more insight
2186,Bullish,dnkn i be in moneybag moneybag moneybag moneybag moneybag foldedhand foldedhand foldedhand foldedhand foldedhand foldedhand foldedhand foldedhand want chart for stock that i do not cover reply to this post with stock symbol i will post my thank to you with the chart foldedhand disclaimer my post be just opinion i do not know the future invest or trade at your own risk
2187,Bullish,dnkn go long
2188,Bullish,bynd be on dnkn store in in denn available location sbux will add soon
2191,Bullish,ttm nice action
2192,Bullish,ttm blast off rocket rocket rocket policecarlight policecarlight policecarlight
2194,Bullish,tsla mile range be about to become standard range for all tesla rocket rocket rocket foldedhandslightskintone
2195,Bullish,tsla new reading guide just out fortesla bear
2196,Bullish,spce i agree with elon tsla virgin galactic family have the same belief
2197,Bearish,tsla entire china supply chain be shut down amp people think there will be no impact to gf facewithtearsofjoy
2198,Bearish,tsla today
2199,Bearish,chgg have approximately usd go to the short side at pct short the bears be swarm
2200,Bullish,gsector buy wk edu tsn post chgg tgt olli mo dg kr burl consumer defensive xly xlp growthstock stock finance investment
2201,Bullish,chgg outstanding relative strength during these volatile day
2202,Bullish,chgg continuation after close at hod on volume seem most likely er feb th
2203,Bullish,gsector buy wk edu tsn post olli chgg tgt mo dg kr burl consumer defensive xly xlp growthstock stock finance investment
2204,Bullish,chgg get major short squeeze brewing here
2205,Bullish,chgg next stop
2206,Bullish,chgg want this week the child be our future
2208,Bullish,top watch here tomorrow spce pin snap sq rbz eye blueheart rocket
2209,Bullish,snap folk be love this feature
2210,Bullish,tech stock to continue watch pin sq fb insg nok eye blueheart fire
2211,Bullish,fb hour view
2212,Bullish,aapl fb this be cute quotselloffquot mean and green
2213,Bullish,aapl fb i bet short be frustrate that these beast dont quit move high and high baby this be like little job cant even bring fb red lol
2214,Bullish,fb when netflix smash er next tues fang will breakout other fangs report week later
2215,Bearish,spy and it be go leader be roll over fb amd aapl
2217,Bullish,pin fact pinterest be grow its user base even outpace snap which go on run in be pinterest year
2219,Bullish,twtr twlo snap day
2220,Bullish,snap hold
2221,Bullish,snap we be before the big break stock on the way to dont miss the train
2222,Bullish,snap pop and pull pop and pull all the way up drstoxxtrade room
2223,Bullish,snap sell chunk of my call today for gain go to hold remainder overnight
2224,Bullish,aapl the curve on hr chart and that stochastic slow curve up could retest but by we see i be in calls expiration snap come join me in apple greenapple
2225,Bullish,shak cetx flnt cgc snap some of the mover
2226,Bullish,dbx easy money hodl
2227,Bullish,dbx huge call dbx call on chatter of salesforce to buy dropbox make ceo purchase of dropbox stock last year and salesforce own dbx already almost
2228,Bullish,dbx in
